complaint_id,customer_id,complaint_date,category,title,priority,status
CP003688,C000176,2026-05-25,NETWORK,Slow internet,LOW,OPEN
CP003689,C000193,2026-07-11,NETWORK,Slow internet,MEDIUM,IN_PROGRESS
CP003690,C000825,2025-10-29,BILLING,Incorrect bill amount,HIGH,OPEN
CP003691,C000052,2025-10-25,NETWORK,Internet not working,MEDIUM,RESOLVED
CP003692,C000744,2025-11-27,NETWORK,Poor network coverage,MEDIUM,IN_PROGRESS
CP003693,C000666,2025-11-18,PLAN,Plan benefits not received,LOW,IN_PROGRESS
CP003694,C000341,2025-10-19,SIM,SIM replacement request,MEDIUM,IN_PROGRESS
CP003695,C000427,2026-08-23,RECHARGE,Recharge failed,HIGH,OPEN
CP003696,C000676,2026-05-12,SIM,SIM activation issue,HIGH,IN_PROGRESS
CP003697,C000174,2025-10-14,RECHARGE,Recharge issue,CRITICAL,CLOSED
CP003698,C000331,2026-07-21,SIM,SIM not working,LOW,RESOLVED
CP003699,C000036,2026-02-26,OTHER,Other issue,CRITICAL,RESOLVED
CP003700,C000609,2026-09-21,BILLING,Incorrect bill amount,MEDIUM,IN_PROGRESS
CP003701,C000427,2026-07-18,BILLING,Unexpected charge,LOW,OPEN
CP003702,C000599,2026-08-27,BILLING,Billing issue,LOW,RESOLVED
CP003703,C000525,2026-06-17,BILLING,Unexpected charge,CRITICAL,CLOSED
CP003704,C000737,2026-02-03,RECHARGE,Recharge amount not reflected,MEDIUM,OPEN
CP003705,C000782,2025-12-29,SIM,SIM not working,LOW,IN_PROGRESS
CP003706,C000802,2026-02-12,PLAN,Plan activation issue,CRITICAL,RESOLVED
CP003707,C000198,2026-05-25,BILLING,Billing issue,CRITICAL,OPEN
CP003708,C000246,2025-11-23,SIM,SIM not working,HIGH,IN_PROGRESS
CP003709,C000785,2026-03-11,RECHARGE,Recharge amount not reflected,MEDIUM,OPEN
CP003710,C000819,2026-07-29,OTHER,General complaint,MEDIUM,RESOLVED
CP003711,C000465,2026-04-22,OTHER,General complaint,MEDIUM,CLOSED
CP003712,C000355,2026-03-18,RECHARGE,Recharge issue,CRITICAL,OPEN
CP003713,C000569,2026-07-31,OTHER,Other issue,MEDIUM,OPEN
CP003714,C000759,2026-01-22,BILLING,Incorrect bill amount,CRITICAL,OPEN
CP003715,C000626,2025-10-08,OTHER,Service related issue,HIGH,RESOLVED
CP003716,C000564,2026-04-26,BILLING,Billing issue,MEDIUM,RESOLVED
CP003717,C000564,2026-02-04,BILLING,Unexpected charge,CRITICAL,RESOLVED
CP003718,C000118,2026-07-09,NETWORK,Slow internet,MEDIUM,OPEN
CP003719,C000065,2026-03-03,OTHER,Service related issue,CRITICAL,CLOSED
CP003720,C000165,2026-09-16,BILLING,Billing issue,CRITICAL,RESOLVED
CP003721,C000252,2026-08-02,NETWORK,Internet not working,MEDIUM,IN_PROGRESS
CP003722,C000939,2026-03-30,BILLING,Unexpected charge,MEDIUM,RESOLVED
CP003723,C000874,2025-10-28,BILLING,Unexpected charge,MEDIUM,RESOLVED
CP003724,C000247,2026-06-08,OTHER,Other issue,LOW,IN_PROGRESS
CP003725,C000895,2026-02-06,OTHER,Service related issue,CRITICAL,IN_PROGRESS
CP003726,C000276,2026-06-05,OTHER,Service related issue,HIGH,RESOLVED
CP003727,C000544,2026-08-30,NETWORK,Poor network coverage,HIGH,OPEN
CP003728,C000339,2026-02-08,NETWORK,Slow internet,LOW,OPEN
CP003729,C000936,2026-03-28,SIM,SIM replacement request,CRITICAL,IN_PROGRESS
CP003730,C000533,2026-05-27,RECHARGE,Recharge failed,LOW,OPEN
CP003731,C000928,2026-04-07,SIM,SIM not working,MEDIUM,OPEN
CP003732,C000940,2026-05-18,OTHER,Other issue,CRITICAL,IN_PROGRESS
CP003733,C000679,2026-07-19,OTHER,Other issue,HIGH,OPEN
CP003734,C000250,2026-07-22,BILLING,Incorrect bill amount,MEDIUM,OPEN
CP003735,C000330,2026-09-03,RECHARGE,Recharge amount not reflected,HIGH,CLOSED
CP003736,C000890,2026-02-22,BILLING,Incorrect bill amount,CRITICAL,CLOSED
CP003737,C000629,2026-04-26,OTHER,General complaint,MEDIUM,OPEN
CP003738,C000568,2026-08-08,NETWORK,Slow internet,CRITICAL,RESOLVED
CP003739,C000507,2025-09-26,RECHARGE,Recharge issue,CRITICAL,CLOSED
CP003740,C000811,2025-12-31,BILLING,Incorrect bill amount,MEDIUM,CLOSED
CP003741,C000402,2026-08-31,NETWORK,Network issue,MEDIUM,CLOSED
CP003742,C000087,2026-08-02,BILLING,Billing issue,LOW,RESOLVED
CP003743,C000648,2025-10-21,BILLING,Incorrect bill amount,CRITICAL,CLOSED
CP003744,C000358,2026-02-02,BILLING,Incorrect bill amount,CRITICAL,IN_PROGRESS
CP003745,C000113,2026-04-21,SIM,SIM replacement request,MEDIUM,OPEN
CP003746,C000035,2026-02-14,OTHER,General complaint,LOW,OPEN
CP003747,C000361,2026-05-06,NETWORK,Internet not working,LOW,OPEN
CP003748,C000078,2026-08-05,OTHER,Other issue,CRITICAL,CLOSED
CP003749,C000893,2025-10-09,NETWORK,Poor network coverage,CRITICAL,CLOSED
CP003750,C000791,2025-11-18,BILLING,Billing issue,CRITICAL,RESOLVED
CP003751,C000059,2025-10-06,PLAN,Plan benefits not received,LOW,OPEN
CP003752,C000825,2025-12-18,NETWORK,Slow internet,HIGH,IN_PROGRESS
CP003753,C000101,2025-11-04,PLAN,Plan related query,MEDIUM,RESOLVED
CP003754,C000907,2025-11-24,PLAN,Plan related query,MEDIUM,RESOLVED
CP003755,C000736,2026-02-12,BILLING,Incorrect bill amount,MEDIUM,IN_PROGRESS
CP003756,C000278,2026-07-31,SIM,SIM replacement request,MEDIUM,OPEN
CP003757,C000833,2026-05-04,RECHARGE,Recharge failed,CRITICAL,RESOLVED
CP003758,C000122,2026-01-28,PLAN,Plan benefits not received,LOW,IN_PROGRESS
CP003759,C000174,2026-07-10,RECHARGE,Recharge failed,HIGH,RESOLVED
CP003760,C000951,2026-01-13,OTHER,Other issue,HIGH,CLOSED
CP003761,C000976,2026-07-08,OTHER,General complaint,MEDIUM,OPEN
CP003762,C000405,2026-08-27,SIM,SIM not working,CRITICAL,RESOLVED
CP003763,C000660,2025-09-28,RECHARGE,Recharge failed,HIGH,RESOLVED
CP003764,C000842,2026-03-30,RECHARGE,Recharge failed,MEDIUM,RESOLVED
CP003765,C000830,2026-04-18,NETWORK,Internet not working,CRITICAL,RESOLVED
CP003766,C000709,2026-08-09,RECHARGE,Recharge amount not reflected,LOW,CLOSED
CP003767,C000160,2026-04-21,NETWORK,Poor network coverage,HIGH,CLOSED
CP003768,C000828,2026-05-22,RECHARGE,Recharge amount not reflected,LOW,IN_PROGRESS
CP003769,C000037,2026-04-01,OTHER,General complaint,CRITICAL,IN_PROGRESS
CP003770,C000531,2025-10-08,RECHARGE,Recharge issue,CRITICAL,IN_PROGRESS
CP003771,C000884,2026-06-05,OTHER,General complaint,MEDIUM,OPEN
CP003772,C000194,2026-01-06,PLAN,Plan related query,MEDIUM,OPEN
CP003773,C000242,2025-10-08,NETWORK,Network issue,CRITICAL,OPEN
CP003774,C000851,2026-08-17,SIM,SIM activation issue,LOW,RESOLVED
CP003775,C000787,2026-07-18,RECHARGE,Recharge issue,HIGH,CLOSED
CP003776,C000064,2026-07-29,SIM,SIM activation issue,MEDIUM,IN_PROGRESS
CP003777,C000094,2025-12-08,RECHARGE,Recharge amount not reflected,CRITICAL,IN_PROGRESS
CP003778,C000542,2026-08-01,OTHER,Other issue,MEDIUM,RESOLVED
CP003779,C000698,2025-12-06,NETWORK,Network issue,MEDIUM,RESOLVED
CP003780,C000006,2026-03-30,OTHER,Other issue,CRITICAL,IN_PROGRESS
CP003781,C000733,2025-12-04,RECHARGE,Recharge failed,HIGH,IN_PROGRESS
CP003782,C000794,2026-06-20,OTHER,Other issue,MEDIUM,IN_PROGRESS
CP003783,C000359,2025-11-01,SIM,SIM not working,MEDIUM,OPEN
CP003784,C000750,2026-05-17,OTHER,Service related issue,MEDIUM,CLOSED
CP003785,C000101,2026-09-19,NETWORK,Internet not working,CRITICAL,OPEN
CP003786,C000085,2026-01-11,BILLING,Incorrect bill amount,HIGH,RESOLVED
CP003787,C000235,2026-01-14,OTHER,General complaint,CRITICAL,IN_PROGRESS
CP003788,C000950,2026-03-28,PLAN,Plan benefits not received,CRITICAL,IN_PROGRESS
CP003789,C000482,2026-05-14,OTHER,General complaint,MEDIUM,OPEN
CP003790,C000402,2026-06-26,RECHARGE,Recharge issue,CRITICAL,CLOSED
CP003791,C000911,2025-12-26,SIM,SIM replacement request,CRITICAL,CLOSED
CP003792,C000748,2026-01-28,OTHER,General complaint,HIGH,RESOLVED
CP003793,C000235,2026-05-18,NETWORK,Poor network coverage,MEDIUM,IN_PROGRESS
CP003794,C000394,2025-10-31,OTHER,General complaint,CRITICAL,IN_PROGRESS
CP003795,C000738,2025-11-26,NETWORK,Slow internet,MEDIUM,RESOLVED
CP003796,C000596,2026-03-07,SIM,SIM replacement request,CRITICAL,OPEN
CP003797,C000184,2026-06-28,SIM,SIM activation issue,LOW,RESOLVED
CP003798,C000930,2026-06-15,PLAN,Plan activation issue,LOW,IN_PROGRESS
CP003799,C000343,2026-08-13,SIM,SIM not working,MEDIUM,CLOSED
CP003800,C000907,2025-12-19,BILLING,Incorrect bill amount,MEDIUM,OPEN
CP003801,C000210,2026-02-05,RECHARGE,Recharge failed,HIGH,CLOSED
CP003802,C000780,2025-10-11,OTHER,General complaint,CRITICAL,IN_PROGRESS
CP003803,C000477,2026-07-18,BILLING,Unexpected charge,CRITICAL,RESOLVED
CP003804,C000132,2025-11-12,BILLING,Incorrect bill amount,HIGH,OPEN
CP003805,C000659,2026-03-12,PLAN,Plan benefits not received,LOW,IN_PROGRESS
CP003806,C000979,2026-03-15,PLAN,Plan related query,CRITICAL,CLOSED
CP003807,C000328,2026-08-01,NETWORK,Network issue,MEDIUM,IN_PROGRESS
CP003808,C000146,2026-03-22,NETWORK,Internet not working,CRITICAL,IN_PROGRESS
CP003809,C000416,2025-11-01,RECHARGE,Recharge issue,LOW,IN_PROGRESS
CP003810,C000465,2026-06-03,RECHARGE,Recharge failed,CRITICAL,CLOSED
CP003811,C000859,2025-11-22,SIM,SIM activation issue,MEDIUM,RESOLVED
CP003812,C000530,2025-10-01,OTHER,Other issue,CRITICAL,IN_PROGRESS
CP003813,C000422,2025-11-19,RECHARGE,Recharge amount not reflected,HIGH,IN_PROGRESS
CP003814,C000852,2025-10-12,NETWORK,Internet not working,LOW,CLOSED
CP003815,C000910,2026-05-23,RECHARGE,Recharge failed,CRITICAL,OPEN
CP003816,C000170,2025-09-30,NETWORK,Poor network coverage,MEDIUM,OPEN
CP003817,C000425,2026-06-11,PLAN,Plan related query,MEDIUM,CLOSED
CP003818,C000490,2026-09-10,NETWORK,Internet not working,MEDIUM,IN_PROGRESS
CP003819,C000271,2025-12-16,RECHARGE,Recharge amount not reflected,LOW,OPEN
CP003820,C000258,2026-07-17,OTHER,Service related issue,HIGH,RESOLVED
CP003821,C000991,2026-07-09,OTHER,General complaint,LOW,OPEN
CP003822,C000468,2026-01-08,NETWORK,Slow internet,MEDIUM,OPEN
CP003823,C000226,2025-11-24,RECHARGE,Recharge amount not reflected,LOW,IN_PROGRESS
CP003824,C000389,2025-10-15,SIM,SIM not working,MEDIUM,OPEN
CP003825,C000390,2026-04-08,SIM,SIM not working,MEDIUM,CLOSED
CP003826,C000318,2026-07-18,SIM,SIM activation issue,MEDIUM,OPEN
CP003827,C000569,2026-01-05,OTHER,General complaint,MEDIUM,RESOLVED
CP003828,C000962,2026-01-23,NETWORK,Slow internet,MEDIUM,RESOLVED
CP003829,C000106,2026-02-21,BILLING,Unexpected charge,CRITICAL,RESOLVED
CP003830,C000110,2025-12-18,NETWORK,Slow internet,HIGH,IN_PROGRESS
CP003831,C000822,2026-02-25,PLAN,Plan related query,MEDIUM,IN_PROGRESS
CP003832,C000362,2026-06-30,SIM,SIM replacement request,LOW,OPEN
CP003833,C000635,2025-10-25,BILLING,Unexpected charge,CRITICAL,OPEN
CP003834,C000863,2025-11-07,SIM,SIM not working,CRITICAL,RESOLVED
CP003835,C000404,2026-02-06,NETWORK,Internet not working,MEDIUM,CLOSED
CP003836,C000927,2026-09-09,PLAN,Plan benefits not received,LOW,OPEN
CP003837,C000948,2026-02-12,BILLING,Billing issue,MEDIUM,IN_PROGRESS
CP003838,C000948,2026-06-24,PLAN,Plan activation issue,CRITICAL,OPEN
CP003839,C000481,2026-07-20,SIM,SIM replacement request,CRITICAL,RESOLVED
CP003840,C000052,2026-09-17,BILLING,Unexpected charge,CRITICAL,IN_PROGRESS
CP003841,C000349,2026-04-30,BILLING,Incorrect bill amount,MEDIUM,CLOSED
CP003842,C000890,2026-03-17,SIM,SIM activation issue,HIGH,CLOSED
CP003843,C000517,2026-06-20,SIM,SIM replacement request,MEDIUM,RESOLVED
CP003844,C000406,2025-12-03,OTHER,General complaint,LOW,CLOSED
CP003845,C000240,2026-01-08,BILLING,Unexpected charge,MEDIUM,RESOLVED
CP003846,C000137,2026-06-05,SIM,SIM activation issue,HIGH,RESOLVED
CP003847,C000718,2026-01-13,RECHARGE,Recharge issue,LOW,IN_PROGRESS
CP003848,C000839,2025-12-23,NETWORK,Slow internet,LOW,CLOSED
CP003849,C000188,2025-10-10,SIM,SIM not working,MEDIUM,IN_PROGRESS
CP003850,C000384,2026-04-19,NETWORK,Internet not working,LOW,IN_PROGRESS
CP003851,C000689,2026-05-01,BILLING,Unexpected charge,MEDIUM,CLOSED
CP003852,C000269,2025-09-25,OTHER,General complaint,MEDIUM,CLOSED
CP003853,C000604,2025-11-03,NETWORK,Network issue,LOW,CLOSED
CP003854,C000502,2026-07-06,NETWORK,Poor network coverage,LOW,OPEN
CP003855,C000186,2026-06-23,OTHER,General complaint,MEDIUM,OPEN
CP003856,C000353,2026-09-20,PLAN,Plan benefits not received,CRITICAL,IN_PROGRESS
CP003857,C000515,2026-09-11,SIM,SIM activation issue,HIGH,OPEN
CP003858,C000094,2025-12-08,BILLING,Billing issue,MEDIUM,CLOSED
CP003859,C000575,2026-06-13,PLAN,Plan activation issue,HIGH,RESOLVED
CP003860,C000186,2025-11-09,RECHARGE,Recharge amount not reflected,MEDIUM,IN_PROGRESS
CP003861,C000886,2026-02-16,OTHER,General complaint,CRITICAL,IN_PROGRESS
CP003862,C000112,2025-11-12,NETWORK,Slow internet,MEDIUM,IN_PROGRESS
CP003863,C000582,2025-11-21,OTHER,Service related issue,HIGH,OPEN
CP003864,C000335,2026-05-19,RECHARGE,Recharge issue,MEDIUM,RESOLVED
CP003865,C000402,2026-07-04,SIM,SIM not working,LOW,RESOLVED
CP003866,C000853,2026-01-22,OTHER,Other issue,MEDIUM,OPEN
CP003867,C000952,2026-07-27,NETWORK,Network issue,LOW,IN_PROGRESS
CP003868,C000322,2025-10-02,NETWORK,Internet not working,MEDIUM,CLOSED
CP003869,C000566,2026-07-30,BILLING,Unexpected charge,MEDIUM,CLOSED
CP003870,C000654,2026-08-18,OTHER,Service related issue,CRITICAL,IN_PROGRESS
CP003871,C000674,2026-03-23,OTHER,General complaint,HIGH,IN_PROGRESS
CP003872,C000499,2025-12-18,OTHER,Service related issue,CRITICAL,CLOSED
CP003873,C000982,2025-09-25,OTHER,Other issue,LOW,RESOLVED
CP003874,C000994,2026-04-01,BILLING,Unexpected charge,MEDIUM,OPEN
CP003875,C000777,2026-05-24,RECHARGE,Recharge issue,MEDIUM,CLOSED
CP003876,C000089,2025-10-24,PLAN,Plan related query,CRITICAL,RESOLVED
CP003877,C000179,2026-02-06,NETWORK,Slow internet,HIGH,CLOSED
CP003878,C000504,2026-06-21,BILLING,Incorrect bill amount,CRITICAL,OPEN
CP003879,C000635,2026-05-26,SIM,SIM replacement request,MEDIUM,OPEN
CP003880,C000763,2026-03-28,BILLING,Billing issue,MEDIUM,OPEN
CP003881,C000770,2026-05-29,BILLING,Incorrect bill amount,HIGH,OPEN
CP003882,C000479,2025-10-27,OTHER,General complaint,CRITICAL,CLOSED
CP003883,C000231,2026-05-21,OTHER,Service related issue,CRITICAL,OPEN
CP003884,C000753,2026-05-11,BILLING,Incorrect bill amount,HIGH,IN_PROGRESS
CP003885,C000617,2025-11-26,NETWORK,Network issue,CRITICAL,RESOLVED
CP003886,C000314,2026-08-23,OTHER,Service related issue,CRITICAL,CLOSED
CP003887,C000939,2025-11-22,RECHARGE,Recharge failed,CRITICAL,IN_PROGRESS
CP003888,C000021,2025-10-13,BILLING,Incorrect bill amount,HIGH,RESOLVED
CP003889,C000520,2026-06-21,NETWORK,Slow internet,HIGH,RESOLVED
CP003890,C000884,2025-12-09,PLAN,Plan related query,HIGH,RESOLVED
CP003891,C000776,2025-10-21,OTHER,Other issue,CRITICAL,OPEN
CP003892,C000301,2025-10-09,SIM,SIM not working,LOW,IN_PROGRESS
CP003893,C000794,2025-11-26,SIM,SIM activation issue,CRITICAL,RESOLVED
CP003894,C000308,2026-05-19,RECHARGE,Recharge failed,MEDIUM,OPEN
CP003895,C000978,2026-02-26,NETWORK,Poor network coverage,MEDIUM,OPEN
CP003896,C000974,2025-10-20,RECHARGE,Recharge amount not reflected,CRITICAL,RESOLVED
CP003897,C000539,2026-05-06,PLAN,Plan activation issue,MEDIUM,CLOSED
CP003898,C000388,2026-02-02,BILLING,Billing issue,MEDIUM,OPEN
CP003899,C000184,2026-07-04,SIM,SIM activation issue,MEDIUM,OPEN
CP003900,C000713,2025-10-09,RECHARGE,Recharge failed,CRITICAL,IN_PROGRESS
CP003901,C000257,2026-07-31,NETWORK,Slow internet,HIGH,IN_PROGRESS
CP003902,C000955,2026-09-17,NETWORK,Network issue,MEDIUM,RESOLVED
CP003903,C000551,2026-09-13,BILLING,Incorrect bill amount,MEDIUM,CLOSED
CP003904,C000089,2026-05-15,OTHER,Other issue,HIGH,CLOSED
CP003905,C000073,2025-10-12,SIM,SIM activation issue,CRITICAL,OPEN
CP003906,C000195,2026-03-11,BILLING,Billing issue,LOW,IN_PROGRESS
CP003907,C000007,2026-02-24,RECHARGE,Recharge amount not reflected,MEDIUM,RESOLVED
CP003908,C000350,2026-08-04,BILLING,Unexpected charge,CRITICAL,OPEN
CP003909,C000724,2026-02-11,RECHARGE,Recharge issue,LOW,OPEN
CP003910,C000691,2025-12-30,SIM,SIM activation issue,CRITICAL,IN_PROGRESS
CP003911,C000723,2026-02-05,NETWORK,Slow internet,HIGH,RESOLVED
CP003912,C000487,2026-05-29,BILLING,Incorrect bill amount,CRITICAL,RESOLVED
CP003913,C000897,2026-01-30,NETWORK,Slow internet,MEDIUM,IN_PROGRESS
CP003914,C000807,2026-06-10,NETWORK,Network issue,MEDIUM,OPEN
CP003915,C000257,2025-12-03,BILLING,Unexpected charge,CRITICAL,IN_PROGRESS
CP003916,C000577,2026-04-14,RECHARGE,Recharge amount not reflected,HIGH,OPEN
CP003917,C000237,2026-09-05,PLAN,Plan benefits not received,CRITICAL,RESOLVED
CP003918,C000530,2025-10-13,BILLING,Incorrect bill amount,LOW,IN_PROGRESS
CP003919,C000031,2026-05-10,OTHER,Service related issue,MEDIUM,CLOSED
CP003920,C000523,2026-04-24,PLAN,Plan related query,HIGH,OPEN
CP003921,C000462,2025-12-09,SIM,SIM activation issue,MEDIUM,CLOSED
CP003922,C000695,2026-03-08,RECHARGE,Recharge issue,MEDIUM,RESOLVED
CP003923,C000727,2026-01-02,RECHARGE,Recharge amount not reflected,MEDIUM,RESOLVED
CP003924,C000739,2026-04-18,OTHER,Other issue,CRITICAL,CLOSED
CP003925,C000928,2026-03-16,OTHER,General complaint,MEDIUM,OPEN
CP003926,C000623,2026-03-26,BILLING,Unexpected charge,HIGH,CLOSED
CP003927,C000043,2025-12-28,PLAN,Plan activation issue,LOW,OPEN
CP003928,C000341,2025-11-01,BILLING,Billing issue,HIGH,CLOSED
CP003929,C000992,2025-10-15,PLAN,Plan activation issue,MEDIUM,CLOSED
CP003930,C000941,2026-05-13,NETWORK,Slow internet,MEDIUM,CLOSED
CP003931,C000533,2026-05-05,RECHARGE,Recharge issue,HIGH,IN_PROGRESS
CP003932,C000124,2026-03-02,PLAN,Plan benefits not received,CRITICAL,CLOSED
CP003933,C000967,2026-02-22,NETWORK,Internet not working,CRITICAL,RESOLVED
CP003934,C000875,2025-12-25,RECHARGE,Recharge failed,MEDIUM,RESOLVED
CP003935,C000516,2026-07-05,SIM,SIM not working,MEDIUM,RESOLVED
CP003936,C000062,2026-05-12,PLAN,Plan related query,MEDIUM,OPEN
CP003937,C000987,2026-03-06,OTHER,Other issue,CRITICAL,OPEN
CP003938,C000408,2026-08-28,OTHER,Service related issue,LOW,CLOSED
CP003939,C000481,2026-04-16,NETWORK,Internet not working,CRITICAL,RESOLVED
CP003940,C000545,2026-05-22,NETWORK,Slow internet,MEDIUM,IN_PROGRESS
CP003941,C000390,2026-06-22,OTHER,General complaint,HIGH,IN_PROGRESS
CP003942,C000759,2026-01-04,SIM,SIM replacement request,LOW,RESOLVED
CP003943,C000356,2026-06-23,RECHARGE,Recharge amount not reflected,HIGH,CLOSED
CP003944,C000683,2025-10-30,RECHARGE,Recharge amount not reflected,MEDIUM,IN_PROGRESS
CP003945,C000869,2026-01-11,SIM,SIM replacement request,LOW,IN_PROGRESS
CP003946,C000351,2025-12-11,OTHER,Other issue,HIGH,CLOSED
CP003947,C000056,2026-04-16,SIM,SIM not working,HIGH,OPEN
CP003948,C000671,2026-07-21,PLAN,Plan activation issue,LOW,CLOSED
CP003949,C000818,2026-07-08,OTHER,General complaint,MEDIUM,IN_PROGRESS
CP003950,C000812,2026-05-14,PLAN,Plan activation issue,HIGH,OPEN
CP003951,C000479,2026-01-19,BILLING,Incorrect bill amount,LOW,OPEN
CP003952,C000474,2026-03-02,RECHARGE,Recharge issue,MEDIUM,CLOSED
CP003953,C000641,2026-03-30,PLAN,Plan activation issue,HIGH,IN_PROGRESS
CP003954,C000407,2025-11-07,PLAN,Plan activation issue,LOW,CLOSED
CP003955,C000276,2025-12-18,NETWORK,Network issue,MEDIUM,IN_PROGRESS
CP003956,C000016,2026-03-07,RECHARGE,Recharge failed,HIGH,RESOLVED
CP003957,C000679,2026-05-15,RECHARGE,Recharge failed,HIGH,IN_PROGRESS
CP003958,C000212,2026-05-31,SIM,SIM replacement request,LOW,CLOSED
CP003959,C000402,2026-02-07,PLAN,Plan related query,LOW,RESOLVED
CP003960,C000043,2026-04-09,RECHARGE,Recharge failed,LOW,CLOSED
CP003961,C000241,2025-11-26,OTHER,Service related issue,HIGH,IN_PROGRESS
CP003962,C000371,2026-08-29,OTHER,Service related issue,MEDIUM,RESOLVED
CP003963,C000691,2025-10-06,RECHARGE,Recharge issue,MEDIUM,IN_PROGRESS
CP003964,C000510,2026-08-03,NETWORK,Network issue,CRITICAL,OPEN
CP003965,C000530,2026-02-11,SIM,SIM not working,MEDIUM,RESOLVED
CP003966,C000289,2025-11-03,PLAN,Plan activation issue,HIGH,OPEN
CP003967,C000234,2025-11-03,PLAN,Plan benefits not received,CRITICAL,RESOLVED
CP003968,C000870,2026-08-20,RECHARGE,Recharge failed,LOW,IN_PROGRESS
CP003969,C000125,2025-10-02,OTHER,General complaint,MEDIUM,OPEN
CP003970,C000308,2025-10-25,OTHER,Other issue,MEDIUM,IN_PROGRESS
CP003971,C000746,2025-11-14,SIM,SIM replacement request,MEDIUM,OPEN
CP003972,C000027,2026-01-15,RECHARGE,Recharge failed,MEDIUM,RESOLVED
CP003973,C000885,2026-08-09,RECHARGE,Recharge failed,LOW,IN_PROGRESS
CP003974,C000664,2026-06-29,BILLING,Billing issue,LOW,OPEN
CP003975,C000918,2025-11-17,SIM,SIM activation issue,MEDIUM,RESOLVED
CP003976,C000732,2025-09-29,OTHER,General complaint,HIGH,RESOLVED
CP003977,C000304,2026-07-31,NETWORK,Slow internet,MEDIUM,RESOLVED
CP003978,C000647,2026-05-08,NETWORK,Slow internet,CRITICAL,OPEN
CP003979,C000413,2025-12-05,BILLING,Billing issue,HIGH,RESOLVED
CP003980,C000444,2026-08-07,RECHARGE,Recharge amount not reflected,MEDIUM,OPEN
CP003981,C000653,2026-08-12,BILLING,Incorrect bill amount,MEDIUM,CLOSED
CP003982,C000947,2026-08-10,OTHER,Other issue,HIGH,RESOLVED
CP003983,C000917,2026-06-12,NETWORK,Poor network coverage,MEDIUM,OPEN
CP003984,C000757,2026-06-11,OTHER,Other issue,CRITICAL,IN_PROGRESS
CP003985,C000067,2026-05-05,PLAN,Plan activation issue,MEDIUM,IN_PROGRESS
CP003986,C000708,2026-05-16,NETWORK,Slow internet,LOW,IN_PROGRESS
CP003987,C000829,2026-08-02,NETWORK,Internet not working,LOW,OPEN
CP003988,C000471,2026-01-20,BILLING,Incorrect bill amount,HIGH,IN_PROGRESS
CP003989,C000583,2026-06-25,OTHER,General complaint,LOW,CLOSED
CP003990,C000883,2026-09-15,SIM,SIM activation issue,MEDIUM,RESOLVED
CP003991,C000468,2025-11-25,BILLING,Unexpected charge,MEDIUM,OPEN
CP003992,C000329,2026-07-08,RECHARGE,Recharge issue,HIGH,OPEN
CP003993,C000437,2025-12-12,RECHARGE,Recharge failed,CRITICAL,CLOSED
CP003994,C000252,2025-11-25,BILLING,Incorrect bill amount,MEDIUM,CLOSED
CP003995,C000935,2026-08-21,RECHARGE,Recharge failed,HIGH,RESOLVED
CP003996,C000508,2025-11-26,BILLING,Incorrect bill amount,MEDIUM,OPEN
CP003997,C000431,2026-09-12,RECHARGE,Recharge failed,MEDIUM,OPEN
CP003998,C000807,2025-11-23,OTHER,Other issue,LOW,OPEN
CP003999,C000144,2026-05-31,RECHARGE,Recharge issue,LOW,OPEN
CP004000,C000969,2026-08-08,RECHARGE,Recharge issue,HIGH,CLOSED
CP004001,C000265,2025-12-16,NETWORK,Slow internet,MEDIUM,IN_PROGRESS
CP004002,C000898,2025-12-28,RECHARGE,Recharge issue,HIGH,CLOSED
CP004003,C000028,2025-11-14,OTHER,Other issue,HIGH,CLOSED
CP004004,C000355,2025-10-29,NETWORK,Slow internet,LOW,RESOLVED
CP004005,C000216,2026-09-21,BILLING,Billing issue,LOW,CLOSED
CP004006,C000322,2026-02-25,PLAN,Plan benefits not received,MEDIUM,OPEN
CP004007,C000036,2026-04-14,PLAN,Plan activation issue,MEDIUM,OPEN
CP004008,C000492,2025-11-10,NETWORK,Poor network coverage,MEDIUM,OPEN
CP004009,C000749,2026-02-03,RECHARGE,Recharge amount not reflected,CRITICAL,OPEN
CP004010,C000246,2026-02-21,NETWORK,Poor network coverage,HIGH,CLOSED
CP004011,C000342,2026-02-11,SIM,SIM replacement request,MEDIUM,RESOLVED
CP004012,C000890,2026-06-30,OTHER,Other issue,HIGH,RESOLVED
CP004013,C000664,2025-12-06,RECHARGE,Recharge amount not reflected,LOW,CLOSED
CP004014,C000566,2026-06-11,BILLING,Billing issue,LOW,OPEN
CP004015,C000592,2026-07-21,OTHER,Other issue,MEDIUM,OPEN
CP004016,C000099,2026-07-20,PLAN,Plan activation issue,HIGH,OPEN
CP004017,C000160,2026-08-28,PLAN,Plan activation issue,MEDIUM,CLOSED
CP004018,C000750,2025-12-15,SIM,SIM activation issue,CRITICAL,CLOSED
CP004019,C000304,2025-12-04,OTHER,General complaint,HIGH,RESOLVED
CP004020,C000619,2026-04-20,BILLING,Billing issue,MEDIUM,OPEN
CP004021,C000532,2026-02-19,PLAN,Plan activation issue,HIGH,OPEN
CP004022,C000708,2026-07-14,OTHER,Other issue,LOW,OPEN
CP004023,C000177,2026-03-23,BILLING,Incorrect bill amount,HIGH,CLOSED
CP004024,C000363,2025-12-22,SIM,SIM replacement request,MEDIUM,OPEN
